Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
F,Flight,6.0,1,309,4.0,low,,1866,1
A,Flight,4.0,2,187,2.0,low,,2191,1
D,Ship,4.0,2,156,2.0,medium,5.0,4467,1
A,Road,3.0,2,124,5.0,medium,10.0,?,0
F,Ship,3.0,3,141,3.0,low,,4954,1
B,Ship,2.0,4,195,4.0,medium,3.0,5641,1
B,Ship,3.0,3,193,3.0,medium,,3453,1
F,Ship,4.0,1,237,5.0,low,5.0,1041,0
F,Road,5.0,2,260,2.0,high,,2018,1
C,Flight,4.0,5,150,2.0,low,30.0,1782,1
B,Ship,,2,168,3.0,low,26.0,1526,1
C,Ship,,4,272,2.0,low,1.0,5983,1
A,Ship,4.0,3,109,2.0,medium,4.0,5407,0
C,Ship,5.0,1,240,5.0,low,,1400,1
C,Road,5.0,4,254,2.0,low,9.0,5658,1
B,Ship,,4,177,6.0,low,6.0,5451,1
C,Ship,,4,241,4.0,high,,4412,1
F,Ship,4.0,5,159,5.0,medium,,5654,1
F,Ship,,5,243,5.0,medium,28.0,1100,1
C,Ship,3.0,4,216,,low,,2042,1
B,?,4.0,3,225,5.0,low,,1755,0
B,Road,3.0,1,242,4.0,low,10.0,4809,1
A,Ship,6.0,2,282,,medium,8.0,1553,0
C,Ship,5.0,2,272,3.0,high,5.0,4972,0
B,Road,4.0,5,217,5.0,low,3.0,1572,1
C,Ship,4.0,4,132,4.0,medium,,1692,1
F,Ship,4.0,1,233,4.0,low,2.0,1809,0
F,Flight,3.0,1,265,3.0,medium,,2194,1
F,Ship,,5,274,5.0,low,,1225,0
A,Ship,4.0,5,202,3.0,medium,,5416,0
F,Ship,3.0,2,151,2.0,medium,1.0,5179,0
C,Road,,3,178,8.0,medium,8.0,4774,1
B,Ship,4.0,5,257,2.0,low,3.0,5394,0
A,Flight,4.0,4,223,4.0,low,,5613,0
F,Ship,4.0,5,224,6.0,high,,5659,1
C,Ship,,1,236,4.0,low,10.0,2030,1
B,Ship,3.0,5,107,5.0,low,4.0,5624,0
F,Flight,4.0,3,235,5.0,low,,?,1
F,Ship,4.0,2,150,3.0,low,,5787,1
A,Ship,3.0,5,165,3.0,low,3.0,5409,0
B,Ship,5.0,5,235,5.0,low,4.0,1758,0
F,Flight,5.0,4,281,3.0,low,,5675,0
D,Ship,5.0,1,150,4.0,low,1.0,5098,0
D,Road,3.0,1,159,2.0,medium,5.0,4906,1
F,Ship,5.0,4,193,3.0,low,55.0,2758,1
F,Ship,5.0,5,184,3.0,low,5.0,5045,0
C,Road,6.0,2,308,5.0,medium,,1118,0
C,Ship,,2,276,2.0,low,54.0,3706,1
D,?,3.0,3,114,6.0,low,26.0,1825,1
D,Ship,3.0,4,236,3.0,medium,,5851,0
F,Ship,5.0,4,266,6.0,low,5.0,5481,0
F,?,3.0,5,214,2.0,medium,,4578,0
F,Ship,6.0,5,301,,low,7.0,1393,1
C,Ship,7.0,5,278,4.0,low,5.0,1126,1
B,Flight,3.0,5,257,2.0,low,2.0,?,1
F,Road,2.0,1,190,3.0,low,,2108,1
F,Ship,3.0,3,229,2.0,medium,,5670,0
D,Ship,,2,262,2.0,low,7.0,5141,1
F,Ship,4.0,3,263,6.0,medium,10.0,1345,1
F,Ship,,1,255,4.0,medium,,1088,1
D,Flight,5.0,2,247,3.0,low,17.0,3889,1
F,Ship,4.0,5,275,,medium,,5394,1
D,Ship,,5,204,5.0,medium,10.0,4251,0
A,Road,5.0,2,154,3.0,low,,1238,1
D,Ship,,1,176,4.0,low,1.0,4270,1
B,Ship,,2,135,3.0,medium,9.0,5173,0
F,Ship,6.0,2,172,2.0,low,41.0,1006,1
F,Ship,4.0,1,163,4.0,medium,2.0,5432,1
A,Ship,4.0,3,247,4.0,low,16.0,2362,1
C,Ship,7.0,3,305,4.0,medium,,1167,0
F,Ship,4.0,3,239,3.0,low,28.0,2741,1
D,Ship,4.0,3,170,3.0,medium,,5330,1
B,Road,5.0,3,265,,low,3.0,?,1
B,Ship,4.0,2,240,5.0,medium,,1711,1
A,Ship,3.0,1,191,3.0,high,,2069,1
F,Ship,3.0,2,178,,medium,,1933,1
F,Road,3.0,5,272,2.0,low,,5638,1
C,Ship,,3,220,6.0,medium,6.0,1830,1
B,Ship,,1,177,3.0,medium,61.0,?,1
C,Ship,,1,249,2.0,low,2.0,5572,1
B,Ship,,2,247,3.0,low,,4686,1
C,Flight,4.0,3,219,5.0,low,,?,1
F,Ship,,3,253,4.0,low,9.0,1729,0
A,Ship,4.0,5,217,3.0,medium,,5461,1
F,Flight,2.0,5,162,4.0,medium,49.0,1671,1
F,Road,4.0,1,133,3.0,low,57.0,1379,1
D,Ship,2.0,1,148,2.0,low,10.0,5939,1
D,Flight,7.0,1,254,4.0,low,,1876,0
A,Flight,4.0,5,161,3.0,low,5.0,4732,0
C,Ship,3.0,5,218,4.0,low,,5330,0
F,Ship,5.0,4,255,6.0,low,,4638,0
B,Flight,,1,205,,low,10.0,4086,0
A,Ship,3.0,3,163,2.0,medium,,1369,1
F,Ship,3.0,4,170,3.0,low,,4716,1
A,Ship,7.0,1,281,4.0,low,9.0,1235,0
D,Flight,3.0,2,257,2.0,medium,,4132,1
B,Ship,5.0,1,160,4.0,medium,5.0,5841,0
F,Ship,2.0,2,146,3.0,medium,,1162,1
C,Ship,,3,132,2.0,low,,4355,1
C,Flight,,2,308,5.0,medium,,1303,0
B,Ship,3.0,2,252,4.0,low,29.0,2353,1
F,Ship,,5,190,,low,,3548,1
B,Ship,4.0,3,135,2.0,medium,,1073,1
F,Ship,7.0,1,244,4.0,low,8.0,1817,1
D,?,5.0,5,240,2.0,low,2.0,5655,0
C,?,3.0,3,190,3.0,medium,,4468,1
A,?,4.0,4,225,3.0,low,,2892,1
C,Ship,4.0,1,153,3.0,medium,5.0,5952,0
C,Ship,5.0,5,223,5.0,medium,,1132,0
A,Ship,5.0,3,268,3.0,medium,,4152,1
A,Ship,4.0,3,185,,medium,10.0,2263,1
C,Ship,,5,240,3.0,low,,5642,0
A,Road,4.0,4,178,4.0,medium,13.0,1614,1
F,Ship,4.0,4,199,3.0,low,10.0,?,1
D,Ship,4.0,1,192,4.0,high,10.0,4570,1
B,Ship,3.0,2,123,4.0,low,10.0,5891,0
F,Ship,,2,300,5.0,low,,1696,0
F,Flight,4.0,3,235,3.0,medium,,?,1
B,Ship,4.0,1,157,2.0,medium,7.0,4690,1
B,Flight,5.0,2,275,5.0,low,9.0,5168,1
A,Ship,,5,204,2.0,low,1.0,?,1
D,Ship,,5,258,2.0,medium,,?,1
C,Road,4.0,4,199,3.0,low,,5016,0
F,Ship,,4,209,,medium,,4976,0
C,Flight,5.0,3,154,4.0,low,3.0,1066,1
A,?,,5,233,4.0,low,,4652,0
F,Ship,4.0,4,217,6.0,medium,,1974,0
C,Ship,3.0,5,183,,low,8.0,5881,1
A,Road,4.0,3,203,4.0,low,,5274,0
F,Road,4.0,3,136,3.0,low,,4911,1
A,Ship,3.0,1,171,2.0,medium,,4010,1
C,Ship,,4,186,3.0,low,8.0,4969,1
F,Flight,3.0,2,227,2.0,medium,,?,0
B,Road,,5,166,2.0,medium,,4523,1
C,Ship,4.0,3,261,,high,47.0,2336,1
D,Flight,3.0,5,168,5.0,medium,,5731,1
B,Ship,,3,249,4.0,low,,5868,1
A,Road,7.0,1,264,4.0,medium,,1540,0
F,Ship,3.0,5,133,3.0,medium,4.0,5902,0
F,Flight,5.0,2,219,5.0,low,,1276,0
F,Ship,3.0,1,121,2.0,low,2.0,5210,1
F,Ship,4.0,5,142,2.0,medium,,5425,1
F,Road,3.0,5,241,3.0,medium,10.0,5099,1
F,Ship,,2,243,2.0,medium,26.0,2719,1
B,Ship,4.0,1,270,3.0,low,,5212,0
F,?,,5,116,3.0,medium,9.0,1314,1
B,Ship,4.0,3,137,3.0,medium,9.0,5016,0
D,Ship,7.0,2,279,,medium,5.0,1210,0
C,Flight,,4,285,,high,,4427,1
D,Road,4.0,1,261,2.0,medium,,4158,0
A,Road,,2,304,4.0,low,,1256,1
B,Ship,,5,163,4.0,high,,5118,1
F,Ship,6.0,5,291,4.0,low,3.0,?,1
F,Ship,3.0,2,232,,low,,2139,1
A,?,5.0,4,171,3.0,low,,5011,0
F,Ship,3.0,5,149,3.0,low,7.0,4357,0
B,Flight,3.0,4,217,2.0,medium,,5450,0
F,Flight,3.0,3,168,4.0,low,,4541,1
B,Ship,3.0,3,150,3.0,medium,,5852,0
F,Ship,3.0,2,189,3.0,high,,4997,1
C,Ship,,5,246,3.0,medium,,4956,0
D,?,3.0,4,145,3.0,medium,4.0,5361,1
D,Ship,,2,207,3.0,high,,4909,1
A,Ship,6.0,1,304,4.0,low,4.0,1236,1
F,Flight,,4,221,5.0,medium,,4511,1
F,Road,7.0,5,296,,low,,1686,1
F,Ship,4.0,5,177,3.0,medium,,4243,1
F,Flight,3.0,2,150,3.0,high,2.0,5502,0
B,Ship,,5,212,4.0,low,9.0,5791,0
A,Road,3.0,5,267,2.0,high,,4195,1
B,Ship,,5,208,3.0,low,,3977,1
A,Flight,4.0,5,133,,medium,,5180,1
F,Ship,,3,190,10.0,medium,,3062,1
B,Flight,,2,227,10.0,low,,4619,0
A,Ship,,4,121,3.0,low,,1611,1
F,Ship,3.0,5,228,4.0,medium,,2243,1
C,Flight,,3,269,6.0,medium,62.0,3950,1
C,Road,5.0,1,227,5.0,low,,1620,1
F,Ship,,1,203,2.0,medium,51.0,3976,1
F,Ship,4.0,4,272,3.0,low,,5458,0
F,Ship,5.0,3,133,,medium,29.0,1094,1
C,Ship,3.0,1,212,6.0,low,,5339,0
B,Ship,4.0,2,256,2.0,medium,10.0,3128,1
B,Ship,3.0,1,167,3.0,medium,10.0,4341,1
B,Ship,5.0,1,162,3.0,medium,,?,1
C,Ship,3.0,2,247,3.0,medium,,5194,0
F,Road,5.0,5,210,3.0,medium,,5906,1
D,Ship,6.0,2,306,4.0,low,,1815,1
B,Ship,4.0,4,146,4.0,medium,,4953,1
F,Flight,3.0,4,217,3.0,low,5.0,4077,0
F,Ship,4.0,1,186,4.0,medium,57.0,3880,1
A,Road,3.0,1,251,3.0,medium,42.0,3698,1
C,Ship,4.0,2,205,2.0,low,,5580,0
C,Road,5.0,3,258,3.0,medium,,5719,0
F,Ship,5.0,1,274,5.0,low,,1558,1
B,Ship,6.0,3,219,5.0,low,9.0,1483,1
F,Flight,3.0,1,170,3.0,low,,4454,1
F,Ship,5.0,5,163,3.0,low,,1536,1
F,Ship,2.0,2,201,3.0,high,,4865,1
B,Flight,4.0,2,266,3.0,medium,,4197,1
D,Road,3.0,4,144,,low,56.0,1496,1
F,Ship,5.0,3,264,,low,61.0,2025,1
C,Ship,4.0,2,196,3.0,low,,5172,1
C,Ship,4.0,4,208,2.0,medium,,?,1
C,Road,,4,193,2.0,low,,4855,1
F,Ship,,4,236,3.0,medium,5.0,5466,0
C,Ship,4.0,4,143,,medium,,5630,1
D,Road,4.0,5,240,,low,5.0,5734,1
F,Road,4.0,5,268,6.0,medium,7.0,4709,0
B,Road,4.0,5,257,5.0,medium,,1008,0
F,Ship,3.0,1,196,,medium,,4516,0
B,Ship,2.0,3,275,3.0,medium,10.0,4183,1
C,Road,3.0,5,275,,low,,4619,0
A,Ship,,2,139,3.0,high,,1546,1
A,Ship,3.0,5,243,3.0,low,1.0,4623,0
D,Ship,4.0,5,248,4.0,low,,4427,0
C,Flight,4.0,3,249,3.0,low,,5017,1
F,Ship,4.0,3,169,6.0,medium,2.0,?,0
F,Ship,,3,158,3.0,medium,,1207,1
F,Ship,3.0,4,269,3.0,medium,9.0,5133,1
D,Ship,5.0,3,264,10.0,medium,34.0,3441,1
F,Flight,5.0,2,234,5.0,medium,7.0,1524,0
B,Ship,4.0,2,259,4.0,low,,2495,1
B,Road,3.0,1,112,5.0,medium,41.0,1249,1
B,Ship,,4,257,3.0,medium,,2941,1
B,Ship,,3,178,6.0,low,,4203,0
F,Ship,,5,160,2.0,medium,,5234,0
B,?,4.0,2,253,2.0,low,4.0,4502,1
A,Flight,3.0,1,185,3.0,medium,3.0,3051,1
D,Ship,,4,254,5.0,low,36.0,2039,1
C,Ship,,4,164,3.0,high,55.0,1293,1
D,Ship,4.0,1,179,4.0,medium,,4071,1
C,Flight,5.0,2,198,3.0,low,7.0,5768,1
B,Ship,2.0,5,160,3.0,medium,,7401,1
F,Flight,3.0,3,220,3.0,low,2.0,5065,1
F,Ship,3.0,5,221,10.0,medium,,5743,1
C,Ship,3.0,4,267,3.0,high,,5204,1
D,Ship,,5,117,5.0,medium,1.0,4378,0
F,Ship,5.0,1,144,4.0,low,37.0,1658,1
D,Ship,6.0,5,286,4.0,low,9.0,1282,1
F,?,4.0,1,253,3.0,low,36.0,2591,1
B,Ship,3.0,1,215,3.0,medium,,3873,1
D,Ship,4.0,2,224,2.0,medium,8.0,4781,1
A,Flight,5.0,2,264,8.0,high,,5252,1
D,Ship,,3,185,10.0,high,1.0,4973,0
A,Ship,5.0,1,176,6.0,medium,9.0,4839,1
B,Ship,4.0,2,268,3.0,low,,5488,1
B,Ship,4.0,2,224,3.0,medium,3.0,4511,0
F,Ship,,3,189,4.0,low,34.0,3355,1
C,Road,,3,202,3.0,low,4.0,4134,1
F,Road,,2,257,6.0,low,3.0,1379,1
B,Ship,4.0,2,270,2.0,high,,5080,1
D,Flight,5.0,2,219,5.0,low,,1505,0
C,Ship,5.0,1,274,2.0,medium,24.0,2423,1
F,Ship,4.0,1,114,3.0,medium,9.0,1240,1
C,Ship,5.0,3,266,5.0,medium,2.0,1510,1
D,Ship,,2,247,,medium,3.0,1118,0
D,Ship,3.0,3,250,2.0,medium,8.0,5067,0
D,Ship,3.0,4,222,,medium,3.0,4068,0
C,Ship,5.0,1,170,3.0,medium,,1883,1
A,Ship,4.0,4,219,3.0,medium,,4947,0
A,Ship,4.0,4,189,4.0,high,56.0,2646,1
A,Ship,3.0,4,145,3.0,low,7.0,4079,1
B,Flight,,4,289,4.0,high,,1822,0
B,Ship,2.0,3,187,2.0,medium,10.0,5957,0
D,Ship,3.0,3,197,2.0,medium,,5255,0
F,Ship,3.0,2,204,4.0,low,,4745,0
F,Ship,3.0,3,250,2.0,medium,,4380,0
A,Ship,5.0,1,224,5.0,low,,1600,0
F,Flight,,4,245,5.0,low,6.0,3592,1
C,Flight,5.0,5,268,3.0,medium,2.0,4459,1
A,Ship,,4,191,4.0,low,8.0,4566,1
D,Ship,3.0,5,209,3.0,medium,,5591,0
A,Flight,,1,182,,high,,5398,0
F,Flight,,4,165,6.0,low,,4640,1
D,Ship,3.0,5,137,4.0,high,,1477,1
B,Ship,3.0,1,258,3.0,medium,,5828,1
D,Ship,4.0,2,236,3.0,low,,4076,0
F,Ship,4.0,2,266,2.0,low,,5516,0
B,Ship,6.0,4,271,3.0,low,7.0,5192,1
C,Ship,5.0,5,273,4.0,low,,4064,1
C,Ship,5.0,1,111,4.0,high,,5978,1
F,Flight,4.0,1,266,3.0,low,10.0,4382,0
A,Ship,,1,237,4.0,medium,22.0,2231,1
C,Ship,5.0,2,250,6.0,low,1.0,1296,1
F,Ship,,1,208,3.0,medium,8.0,4890,1
D,?,4.0,3,271,2.0,medium,22.0,2595,1
F,Ship,3.0,2,160,10.0,medium,,1548,1
D,?,5.0,2,268,,medium,,1061,1
F,Ship,3.0,5,271,2.0,medium,,4958,0
B,Flight,,3,142,3.0,medium,23.0,1897,1
C,Ship,4.0,4,268,4.0,low,5.0,5647,0
A,Ship,4.0,5,157,2.0,medium,,5937,0
D,Ship,,5,137,2.0,low,6.0,5709,1
B,Ship,7.0,1,250,5.0,medium,,?,0
F,Ship,,2,270,2.0,low,,3599,1
A,?,4.0,2,197,3.0,low,4.0,5800,0
D,Ship,3.0,5,115,3.0,medium,60.0,1122,1
D,Road,3.0,4,208,2.0,low,3.0,5811,1
A,Ship,,1,157,2.0,medium,,5801,0
F,Road,,4,195,2.0,low,,3108,1
B,Ship,4.0,5,253,3.0,low,,3096,1
C,Road,7.0,5,301,,low,9.0,1660,1
A,Ship,,2,177,3.0,medium,8.0,5006,1
F,Ship,5.0,1,257,6.0,low,2.0,1258,1
F,Ship,3.0,3,151,3.0,low,9.0,5082,0
D,Ship,3.0,5,195,3.0,medium,9.0,4224,0
F,Ship,,3,151,3.0,medium,22.0,1024,1
D,Ship,6.0,1,298,4.0,low,1.0,1735,1
F,Ship,6.0,2,285,4.0,medium,,1016,1
F,Ship,4.0,4,197,3.0,low,,5099,0
A,Ship,3.0,1,163,4.0,low,20.0,?,1
C,Ship,5.0,4,241,5.0,medium,1.0,1924,1
A,Ship,,1,260,,medium,2.0,4529,0
F,Ship,3.0,1,232,2.0,medium,,5104,1
B,Ship,3.0,3,260,2.0,low,8.0,5382,0
D,Road,,4,260,5.0,low,10.0,1708,1
F,Ship,3.0,1,196,3.0,low,,4546,0
C,Flight,3.0,5,214,2.0,medium,4.0,4077,1
A,Ship,3.0,2,148,2.0,low,1.0,4133,1
B,Road,5.0,2,173,3.0,low,7.0,1855,1
A,Ship,5.0,5,162,2.0,medium,,5868,0
F,Flight,4.0,2,220,2.0,medium,5.0,5864,0
C,Ship,4.0,2,249,5.0,low,1.0,1200,0
F,Flight,3.0,4,243,3.0,medium,6.0,4950,0
B,Ship,4.0,5,135,3.0,low,,5013,0
C,Ship,4.0,3,260,4.0,low,5.0,5307,0
F,Road,,4,240,3.0,low,,2356,1
A,Ship,5.0,2,173,4.0,high,,4307,0
C,Ship,4.0,5,133,3.0,low,,1467,1
F,?,2.0,4,258,3.0,medium,7.0,5736,0
A,Flight,3.0,1,153,3.0,low,9.0,4404,0
B,Ship,3.0,5,253,2.0,medium,,2205,1
F,Ship,4.0,3,244,2.0,low,,3125,1
B,Ship,4.0,3,275,,medium,,1329,0
F,Ship,4.0,1,260,2.0,low,1.0,5001,1
F,Ship,3.0,5,270,2.0,medium,46.0,2716,1
A,Ship,,5,199,4.0,medium,,5585,1
D,Road,5.0,4,173,3.0,low,,5432,0
C,Flight,6.0,5,305,4.0,medium,10.0,1418,1
A,Ship,,3,148,4.0,low,,4243,0
D,Ship,5.0,4,176,3.0,medium,,5456,0
B,Ship,4.0,5,155,3.0,low,10.0,5315,1
B,Ship,,4,172,6.0,medium,1.0,4618,0
F,Flight,5.0,4,135,4.0,medium,4.0,4541,0
C,Road,2.0,3,155,3.0,low,45.0,?,1
C,Flight,3.0,3,154,2.0,low,,5884,1
D,Ship,5.0,1,171,2.0,low,,5252,0
B,Ship,2.0,3,160,3.0,low,,1251,1
F,Road,,1,238,3.0,medium,6.0,5092,0
C,Ship,5.0,5,263,5.0,medium,,1417,0
A,Flight,3.0,4,174,3.0,low,3.0,5366,1
C,Ship,4.0,2,174,3.0,low,9.0,1682,1
A,Ship,,2,195,3.0,medium,30.0,3462,1
C,Road,6.0,2,191,6.0,medium,,5333,1
D,Ship,,1,236,5.0,medium,3.0,1906,0
F,Ship,3.0,2,197,3.0,medium,,4491,0
C,Ship,4.0,3,181,4.0,low,,5106,0
F,Road,,5,151,2.0,medium,,4408,1
D,Ship,3.0,4,128,3.0,medium,51.0,1524,1
A,Flight,,5,243,3.0,high,,4486,0
A,Flight,5.0,4,267,5.0,medium,10.0,1837,1
B,Ship,3.0,2,198,3.0,low,15.0,3250,1
D,Ship,5.0,1,243,5.0,low,,1066,1
C,Flight,3.0,1,239,3.0,low,2.0,4425,0
D,Road,5.0,3,222,2.0,medium,,4460,1
F,Ship,3.0,2,270,3.0,low,63.0,2751,1
C,Ship,,5,198,4.0,low,,4829,0
F,Ship,,5,308,4.0,low,4.0,1202,0
D,Road,4.0,3,164,3.0,low,,1880,1
F,Ship,,2,126,5.0,low,6.0,4372,1
A,Ship,4.0,1,220,3.0,medium,4.0,4314,0
A,Ship,,1,230,2.0,medium,28.0,3646,1
C,Ship,5.0,2,248,5.0,medium,1.0,1845,1
F,Ship,4.0,5,296,2.0,medium,,1678,0
C,Ship,4.0,2,244,5.0,low,7.0,5337,0
B,Flight,5.0,3,119,,low,,5290,1
B,Ship,6.0,2,219,5.0,low,,1071,0
C,Flight,4.0,3,155,3.0,high,,4534,0
F,Ship,6.0,5,278,4.0,low,2.0,1167,1
F,Ship,3.0,2,136,3.0,high,,5739,0
B,?,,4,280,4.0,low,19.0,3298,1
C,Ship,3.0,3,192,3.0,?,,3995,1
B,Ship,3.0,3,221,3.0,high,,4568,1
D,?,3.0,1,231,2.0,low,24.0,3811,1
C,Ship,5.0,3,101,5.0,medium,1.0,4014,1
A,Flight,6.0,2,196,2.0,low,10.0,5180,1
D,Ship,4.0,4,141,2.0,low,7.0,1479,1
F,Ship,7.0,4,283,5.0,low,,1882,1
C,Ship,3.0,3,139,,high,17.0,1137,1
F,Ship,3.0,2,234,3.0,medium,39.0,2099,1
B,Ship,3.0,2,243,3.0,medium,31.0,3943,1
A,Ship,3.0,2,159,2.0,medium,,4326,0
B,Ship,4.0,4,156,2.0,?,,5216,0
A,Ship,4.0,3,227,3.0,medium,10.0,5491,1
C,Ship,4.0,4,172,3.0,medium,7.0,5098,0
F,Road,6.0,1,250,2.0,medium,4.0,4016,0
A,Ship,3.0,3,177,4.0,medium,4.0,1560,1
B,Flight,5.0,1,266,5.0,medium,2.0,1798,0
B,Flight,3.0,4,176,3.0,medium,,1567,1
F,Ship,4.0,4,192,2.0,low,,4151,0
B,Ship,5.0,2,244,3.0,low,2.0,?,0
F,Ship,,5,201,8.0,medium,4.0,5472,1
D,Road,,5,268,3.0,medium,,2758,1
C,Flight,4.0,5,263,4.0,medium,7.0,4243,1
C,Ship,5.0,5,265,3.0,low,,4423,1
D,Ship,,2,265,5.0,medium,,1864,0
F,Flight,5.0,1,170,3.0,medium,,1299,1
B,?,3.0,4,259,2.0,medium,3.0,4154,1
C,Ship,4.0,5,144,8.0,medium,,4956,1
A,Ship,4.0,1,214,5.0,medium,,2669,1
D,Ship,6.0,5,263,,low,,1669,0
F,Road,,3,274,,low,,1764,0
F,Ship,3.0,2,184,3.0,medium,8.0,4994,0
B,?,3.0,5,193,,medium,,5810,1
C,Ship,3.0,2,182,3.0,medium,39.0,3828,1
A,Ship,5.0,1,175,3.0,medium,64.0,?,1
D,Ship,3.0,3,211,4.0,high,22.0,2942,1
F,Ship,,2,224,2.0,low,49.0,3749,1
A,Ship,4.0,4,264,6.0,low,6.0,1758,0
F,Ship,3.0,3,237,3.0,medium,,3625,1
A,Flight,,5,151,3.0,low,,4088,0
D,Ship,2.0,5,171,3.0,medium,13.0,1101,1
F,Ship,3.0,2,188,6.0,medium,1.0,4856,0
F,Flight,4.0,3,148,5.0,medium,2.0,4065,1
B,Ship,6.0,3,272,3.0,low,39.0,2518,1
C,Ship,5.0,4,223,3.0,low,,4310,1
D,Ship,3.0,4,207,2.0,medium,10.0,4706,0
A,Ship,5.0,5,275,4.0,medium,9.0,1215,1
C,Ship,5.0,5,167,3.0,medium,,4319,1
C,Ship,3.0,3,149,2.0,low,8.0,4556,0
F,Ship,,3,104,4.0,low,3.0,?,1
F,Ship,5.0,4,271,4.0,low,5.0,1184,1
F,Ship,3.0,1,195,3.0,high,,3251,1
C,Ship,5.0,4,236,5.0,low,1.0,1682,0
F,Road,5.0,5,187,4.0,medium,,5326,0
D,Ship,7.0,2,255,4.0,medium,,1372,0
C,Ship,3.0,2,263,3.0,medium,,5447,1
B,Road,5.0,3,267,3.0,medium,,5786,1
F,Ship,6.0,1,237,,high,2.0,5364,0
F,Ship,7.0,5,278,4.0,low,1.0,1210,0
C,Ship,4.0,4,272,4.0,medium,,4363,1
A,Flight,,2,233,3.0,medium,,4233,1
F,Ship,,5,251,2.0,low,4.0,4015,0
C,Ship,,5,240,7.0,medium,,5525,1
C,Road,3.0,4,269,2.0,medium,6.0,5951,0
A,Flight,4.0,1,148,8.0,medium,5.0,4851,1
D,Road,4.0,5,154,4.0,medium,7.0,4938,0
C,Flight,,1,110,3.0,low,54.0,1155,1
C,Ship,3.0,2,177,3.0,low,5.0,5941,0
F,Ship,,1,245,3.0,low,,4343,1
F,Ship,,2,168,2.0,high,,4928,0
B,Ship,,5,206,2.0,low,3.0,5113,1
C,Flight,,2,257,5.0,low,5.0,4130,1
B,Ship,,3,184,3.0,low,,4712,1
A,Ship,4.0,3,101,6.0,low,,?,1
C,Ship,,4,269,3.0,medium,21.0,3716,1
A,Ship,3.0,2,222,4.0,medium,10.0,?,0
F,Ship,,1,268,,medium,,4681,1
B,Ship,5.0,5,236,5.0,low,,?,1
C,Ship,3.0,1,181,3.0,medium,,3306,1
D,Ship,4.0,3,158,5.0,medium,7.0,4344,1
F,Ship,5.0,2,235,3.0,low,,2984,1
C,Ship,3.0,1,166,3.0,medium,4.0,4716,0
D,Ship,5.0,1,267,4.0,low,5.0,4440,1
F,Ship,3.0,1,243,2.0,medium,,5460,0
B,Ship,4.0,1,241,5.0,low,,1145,0
F,Road,2.0,1,164,5.0,low,4.0,1708,0
F,Ship,2.0,1,200,3.0,medium,34.0,2199,1
D,Road,3.0,4,270,6.0,low,7.0,4098,1
A,Road,,3,229,3.0,low,,5225,1
A,Road,,5,274,10.0,medium,5.0,3910,1
F,Ship,,2,210,3.0,low,9.0,4102,1
F,Flight,5.0,2,240,,low,,4744,1
C,Ship,3.0,5,196,3.0,low,1.0,5303,1
F,Road,6.0,2,278,4.0,high,8.0,1967,0
B,Ship,,3,146,3.0,low,,5673,1
D,Ship,,4,271,2.0,medium,6.0,4218,0
A,Ship,6.0,4,242,3.0,medium,,?,0
F,Ship,3.0,2,199,4.0,medium,1.0,5660,0
C,Flight,4.0,4,212,,medium,16.0,2494,1
F,Ship,,1,155,3.0,low,,5539,0
F,Ship,3.0,2,131,5.0,low,,5084,0
C,Flight,2.0,4,114,,high,,4423,0
F,Ship,3.0,4,243,3.0,medium,,5705,1
C,Road,5.0,2,205,3.0,low,3.0,5182,0
F,Flight,,2,255,2.0,medium,,5609,0
A,Ship,,3,136,3.0,medium,10.0,4299,1
F,Ship,5.0,2,176,4.0,low,2.0,4893,0
F,Ship,4.0,4,200,4.0,low,3.0,5583,1
F,Road,6.0,4,253,4.0,medium,,1961,0
F,Ship,4.0,4,287,6.0,medium,,5282,0
C,Ship,3.0,2,155,3.0,medium,7.0,1434,1
B,Ship,4.0,4,274,2.0,low,3.0,4257,0
D,Ship,,5,220,3.0,low,9.0,5672,1
B,Ship,4.0,3,235,,medium,4.0,4739,0
D,Ship,5.0,4,193,3.0,medium,,4559,0
F,Ship,5.0,2,219,4.0,low,7.0,?,1
D,Road,3.0,5,161,3.0,medium,10.0,1978,1
A,Ship,,2,215,4.0,high,1.0,4158,0
F,Ship,3.0,5,150,10.0,low,,5042,0
F,Road,6.0,5,285,,low,8.0,1028,1
D,Flight,3.0,4,167,3.0,medium,52.0,1755,1
D,Flight,,2,223,3.0,low,,3687,1
F,Flight,5.0,1,272,3.0,medium,,2415,1
A,Flight,5.0,3,224,5.0,low,,1842,0
F,Ship,5.0,4,133,2.0,medium,30.0,1161,1
B,Ship,4.0,5,211,4.0,medium,10.0,4004,0
F,Ship,4.0,4,175,3.0,low,,5944,1
C,Ship,6.0,5,308,,low,,1164,1
F,Road,,3,243,2.0,medium,,?,1
D,Ship,,5,260,5.0,low,,1860,0
C,Flight,3.0,5,208,,medium,12.0,3181,1
C,?,5.0,5,196,4.0,medium,8.0,4604,1
B,Ship,,5,273,4.0,medium,9.0,1329,1
A,Ship,,2,262,2.0,low,37.0,?,1
F,Ship,4.0,5,245,5.0,low,8.0,1841,0
A,Ship,4.0,3,121,2.0,medium,,1906,1
F,Road,4.0,5,159,,low,,5704,0
