Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_low
261,10.0,4632,0,0
103,10.0,5413,1,0
258,6.0,1059,0,1
164,10.0,1644,1,0
166,8.0,1367,1,0
121,4.0,5231,1,0
273,10.0,3223,1,0
293,3.0,1969,0,0
301,6.0,1931,0,0
121,10.0,4814,0,1
168,10.0,4008,0,0
229,10.0,5149,0,0
213,63.0,1548,1,0
253,10.0,1464,0,0
247,10.0,1367,0,0
183,10.0,2621,1,0
137,10.0,4657,0,0
143,22.0,1249,1,0
259,10.0,5873,0,0
175,2.0,5861,0,0
220,40.0,3516,1,0
264,10.0,5831,0,0
162,8.0,5394,0,0
296,10.0,1650,0,0
189,10.0,4505,1,0
190,10.0,2400,1,0
230,2.0,2229,1,0
106,10.0,5984,0,0
207,10.0,2670,1,0
140,10.0,1130,1,1
173,10.0,5395,0,0
261,3.0,4007,1,0
227,21.0,2351,1,0
252,2.0,4888,1,0
163,10.0,5088,1,0
200,10.0,2075,1,0
138,10.0,1803,1,0
164,10.0,5070,0,1
228,10.0,2021,1,0
301,3.0,1628,0,0
153,10.0,1367,1,0
239,10.0,5674,1,0
238,2.0,4002,0,0
240,10.0,5794,1,0
100,4.0,4191,0,0
194,44.0,2651,1,1
187,10.0,5691,0,0
205,11.0,2255,1,0
203,10.0,4162,1,0
156,65.0,1308,1,0
163,10.0,5593,0,0
182,5.0,4770,1,0
192,41.0,2673,1,0
224,10.0,5603,0,0
191,10.0,3425,1,0
278,10.0,1909,1,0
269,10.0,4013,1,0
204,10.0,4712,0,1
155,48.0,1972,1,1
287,6.0,4376,1,0
136,10.0,4190,0,0
231,10.0,4406,1,0
208,9.0,4887,0,0
149,10.0,1102,1,0
139,10.0,4520,1,0
242,54.0,3011,1,1
167,5.0,5995,1,0
208,6.0,4744,1,0
145,34.0,1773,1,0
198,49.0,3573,1,0
109,10.0,5264,1,0
290,10.0,1070,1,0
181,9.0,4425,1,0
203,34.0,3813,1,0
261,9.0,5994,1,0
177,10.0,1698,1,0
222,10.0,4343,0,0
272,10.0,5022,0,0
143,10.0,5400,0,0
252,10.0,1837,0,0
226,12.0,2708,1,0
249,1.0,1014,1,0
201,10.0,4723,1,0
254,7.0,1638,1,0
156,44.0,1367,1,0
266,1.0,5494,0,0
186,49.0,2356,1,0
203,10.0,3098,1,0
274,10.0,1367,0,0
266,2.0,1862,1,0
258,48.0,1367,1,0
263,8.0,5475,0,0
189,48.0,2429,1,1
214,1.0,4391,0,1
184,10.0,4161,0,0
265,10.0,2557,1,0
205,4.0,4483,0,0
157,28.0,1557,1,0
250,1.0,4343,0,0
210,11.0,2655,1,0
179,3.0,4131,0,0
221,10.0,1109,0,0
230,10.0,3743,1,0
203,7.0,4977,1,0
213,8.0,4220,0,0
255,10.0,1238,1,0
241,3.0,4047,0,0
223,4.0,4704,0,0
245,10.0,1521,0,0
226,10.0,5048,0,0
248,10.0,4781,1,0
223,7.0,5977,0,0
147,32.0,1666,1,0
258,10.0,1920,0,0
231,6.0,2512,1,0
191,10.0,5073,0,0
206,10.0,5159,0,0
141,10.0,1628,1,0
233,63.0,2143,1,0
189,8.0,5219,0,0
244,10.0,1668,1,0
229,10.0,1367,1,0
216,10.0,5767,1,0
180,10.0,1715,1,0
96,10.0,4449,1,1
214,10.0,1983,1,0
165,21.0,1727,1,0
195,10.0,3537,1,0
247,10.0,4955,1,0
104,10.0,5590,0,0
137,47.0,1611,1,0
265,9.0,5508,0,0
155,10.0,5577,0,0
196,24.0,1367,1,0
213,57.0,3599,1,0
174,8.0,4656,0,0
209,24.0,1367,1,0
260,10.0,4072,1,0
272,51.0,2719,1,0
152,4.0,4699,1,0
183,10.0,5023,0,0
235,10.0,4880,0,0
205,3.0,5682,1,0
274,7.0,4477,1,0
264,10.0,3753,1,0
179,4.0,4102,1,0
131,10.0,4005,1,0
228,1.0,5573,0,1
274,7.0,1875,1,0
286,10.0,1866,1,0
255,10.0,4740,0,0
157,10.0,4272,0,0
190,10.0,2125,1,0
249,3.0,1012,1,0
253,3.0,4851,0,1
224,27.0,1367,1,0
192,10.0,3460,1,0
177,10.0,4881,0,0
224,10.0,5738,0,0
261,1.0,1082,0,0
292,10.0,1270,0,0
260,10.0,5633,0,0
204,10.0,4310,0,0
163,3.0,1367,1,0
228,4.0,1618,0,0
169,5.0,5750,0,1
258,10.0,3446,1,0
137,10.0,5914,1,0
135,10.0,1026,1,0
158,10.0,1968,1,0
226,10.0,5600,0,1
181,6.0,5410,0,0
190,18.0,2715,1,0
271,9.0,1367,0,0
254,10.0,1501,1,0
204,10.0,4462,0,0
219,1.0,5221,0,0
177,6.0,4445,0,0
238,10.0,3257,1,1
212,2.0,4353,1,0
168,10.0,1367,1,0
243,10.0,1634,1,0
249,9.0,4034,1,0
275,10.0,5674,1,0
142,10.0,5174,0,1
250,10.0,1247,1,0
145,10.0,5070,0,0
235,10.0,3695,1,1
211,10.0,5652,1,1
173,10.0,4688,0,0
248,10.0,1367,1,0
183,9.0,4282,0,0
199,10.0,5207,0,0
163,10.0,5751,0,0
245,9.0,1660,0,0
142,38.0,7640,1,0
133,10.0,1106,1,0
275,10.0,1924,0,0
271,33.0,3269,1,1
308,10.0,1504,0,0
104,10.0,5235,0,0
213,10.0,2343,1,1
255,10.0,5874,0,0
153,55.0,1273,1,0
281,5.0,1484,0,0
147,10.0,1307,1,0
183,58.0,3027,1,0
240,10.0,4436,1,0
102,10.0,5767,0,0
161,8.0,5654,1,1
253,10.0,5040,1,0
239,7.0,1380,0,0
204,10.0,4586,1,0
134,10.0,1367,0,0
203,18.0,3127,1,0
232,10.0,5139,0,0
178,10.0,1176,1,0
262,10.0,4745,1,0
175,10.0,4927,0,0
166,10.0,1759,1,0
151,10.0,5154,1,0
273,7.0,1922,0,0
145,10.0,1367,0,0
152,10.0,1453,1,0
200,44.0,2651,1,0
201,10.0,4048,0,0
208,4.0,4767,1,0
157,10.0,4877,0,0
174,10.0,5295,0,0
173,10.0,1336,1,0
210,10.0,3928,1,0
261,14.0,3479,1,0
261,8.0,5006,1,0
288,9.0,1575,0,0
239,4.0,4022,0,0
153,3.0,4422,1,0
195,10.0,4034,0,0
198,2.0,3417,1,0
134,1.0,1008,0,0
245,7.0,1884,1,0
247,3.0,4832,0,0
296,10.0,1233,0,0
120,10.0,4183,0,1
258,2.0,1481,0,0
228,6.0,4506,0,0
149,10.0,1196,1,0
264,10.0,1367,1,0
222,10.0,5857,0,0
224,10.0,4231,0,0
161,57.0,1918,1,0
256,10.0,1628,0,0
164,10.0,1701,1,0
189,7.0,5717,0,0
275,29.0,2602,1,1
147,10.0,1469,1,0
256,4.0,5368,1,0
279,5.0,1241,0,0
149,9.0,4605,0,0
258,10.0,5965,0,0
152,10.0,1367,1,0
162,10.0,1540,1,0
193,57.0,3364,1,1
237,2.0,1429,1,0
251,3.0,1433,0,0
174,10.0,1909,1,0
263,3.0,1276,0,0
221,10.0,1960,1,0
226,10.0,5676,1,0
275,10.0,4597,0,0
133,1.0,5274,1,0
172,10.0,5791,0,0
144,3.0,5000,0,1
263,10.0,1635,0,0
179,41.0,1892,1,0
173,10.0,4040,1,0
228,27.0,3473,1,0
238,1.0,2644,1,0
252,6.0,1470,1,0
198,10.0,4172,1,0
141,7.0,1933,1,0
260,6.0,1766,0,0
268,10.0,1248,1,0
244,5.0,1787,0,0
163,6.0,5912,0,1
156,10.0,5017,0,0
208,1.0,4999,0,1
214,3.0,4056,1,0
249,2.0,1189,1,0
191,65.0,1367,1,1
238,10.0,4388,1,0
161,6.0,1367,1,0
162,10.0,5726,0,0
187,1.0,4181,0,0
166,10.0,5258,0,0
261,10.0,1367,1,0
187,10.0,3290,1,0
267,5.0,5792,0,0
250,10.0,5306,1,0
251,2.0,5656,0,0
140,1.0,4453,0,0
224,10.0,3672,1,0
222,10.0,4996,1,1
145,10.0,4915,0,0
143,10.0,1367,1,1
209,37.0,3650,1,1
257,10.0,1080,0,0
155,9.0,4932,1,0
280,5.0,1431,0,0
234,10.0,4781,0,0
237,9.0,5514,1,1
270,8.0,1631,1,0
254,6.0,1928,1,0
268,10.0,5603,0,0
145,10.0,4403,0,0
168,10.0,1298,1,0
158,10.0,4527,0,0
183,8.0,5690,1,0
268,10.0,5280,1,0
111,10.0,5988,1,0
137,10.0,4641,0,0
283,2.0,1136,1,0
264,10.0,1659,1,0
267,7.0,5746,1,0
195,10.0,3719,1,0
156,9.0,5237,0,0
228,4.0,4783,1,0
178,10.0,4298,0,0
168,10.0,5303,1,0
233,9.0,5039,0,0
153,7.0,5305,0,1
276,10.0,1519,1,0
196,10.0,5692,0,0
230,10.0,3546,1,1
216,10.0,5404,1,0
182,47.0,3792,1,0
248,10.0,5853,0,0
224,10.0,3282,1,0
249,10.0,4562,0,0
240,8.0,4558,0,0
159,6.0,4990,1,0
236,10.0,1347,1,0
150,61.0,1053,1,0
250,10.0,1623,1,0
166,6.0,4247,0,1
255,10.0,5936,0,0
221,10.0,1160,0,0
215,10.0,5552,1,0
210,10.0,4011,0,0
310,1.0,1494,1,0
239,2.0,5625,0,0
218,45.0,3234,1,0
246,10.0,1555,0,0
141,8.0,4331,0,0
261,10.0,5116,1,0
239,4.0,5628,1,0
233,10.0,5604,1,0
254,2.0,1367,0,0
223,40.0,2074,1,0
245,20.0,2534,1,0
252,10.0,3036,1,0
200,10.0,5178,1,0
193,1.0,2775,1,0
201,4.0,4613,0,0
203,1.0,4996,0,0
121,10.0,1701,1,0
159,4.0,4574,0,0
192,2.0,5503,0,0
162,10.0,1386,1,0
263,10.0,1059,0,0
234,3.0,5142,1,0
109,27.0,1367,1,0
229,21.0,2688,1,0
263,7.0,5395,1,0
179,5.0,5058,0,0
263,7.0,1367,1,0
137,28.0,1815,1,1
145,5.0,5019,0,0
148,5.0,5216,0,0
183,10.0,4598,0,0
143,10.0,4060,0,1
209,10.0,4717,1,0
273,10.0,4585,0,0
258,2.0,4303,1,0
176,10.0,1262,1,0
160,10.0,5141,1,1
212,19.0,2703,1,0
257,55.0,1367,1,0
233,9.0,4293,1,0
246,7.0,1297,1,0
250,3.0,2371,1,0
158,10.0,4743,0,0
282,10.0,1818,1,0
255,10.0,1186,1,0
219,10.0,1367,0,0
230,10.0,4957,0,0
201,10.0,5115,0,1
227,10.0,2624,1,0
134,53.0,1887,1,0
157,32.0,1497,1,0
233,5.0,5306,0,0
269,9.0,5517,0,0
247,10.0,2939,1,0
198,10.0,2803,1,0
129,10.0,4342,1,1
216,2.0,4905,0,0
231,24.0,2177,1,0
251,10.0,1038,0,0
273,16.0,2466,1,0
218,10.0,3425,1,0
171,61.0,1947,1,1
246,10.0,4497,1,0
217,10.0,4264,0,0
232,10.0,1367,0,0
191,10.0,5068,1,0
240,4.0,5219,1,0
192,1.0,5669,1,1
136,9.0,1367,1,0
250,9.0,1367,1,0
165,57.0,1881,1,0
187,16.0,3781,1,0
225,5.0,4184,1,0
274,10.0,2087,1,0
269,3.0,1120,0,0
216,1.0,5167,1,0
240,10.0,4099,0,0
270,10.0,3669,1,0
257,5.0,4681,1,0
246,10.0,1720,0,0
201,4.0,5166,1,0
206,4.0,4745,0,0
171,6.0,5704,1,0
268,7.0,1367,0,0
216,26.0,2431,1,0
166,2.0,5710,1,0
207,9.0,4179,0,0
208,8.0,1367,0,0
171,7.0,5190,1,0
261,2.0,1690,1,0
188,10.0,4610,0,0
263,44.0,3802,1,1
260,17.0,1367,1,1
144,10.0,1526,1,0
188,6.0,4174,1,0
244,1.0,3982,1,0
263,10.0,4350,0,0
111,61.0,1844,1,0
190,52.0,2611,1,0
134,10.0,4444,1,0
234,10.0,5066,1,0
172,10.0,5165,0,1
155,10.0,5446,0,0
239,59.0,2181,1,0
234,10.0,1367,1,0
175,10.0,4600,1,0
227,10.0,4375,0,0
232,10.0,4228,1,0
175,2.0,5740,1,0
100,10.0,1129,1,0
184,9.0,4500,0,0
190,1.0,5005,0,0
154,10.0,5149,1,0
165,10.0,5598,0,0
261,8.0,3257,1,0
274,2.0,1748,1,0
230,6.0,4392,0,0
241,10.0,4157,0,1
282,10.0,1260,1,0
170,10.0,4446,1,0
229,6.0,4226,1,0
165,19.0,1111,1,0
250,9.0,1205,0,0
190,2.0,4460,0,0
256,10.0,1551,0,0
249,10.0,5253,1,0
273,10.0,4058,1,0
240,8.0,4319,1,0
187,7.0,4470,1,0
273,10.0,5079,0,0
253,3.0,5944,1,0
272,10.0,1317,0,0
200,10.0,1367,1,0
219,14.0,2447,1,0
194,10.0,4803,1,0
221,10.0,4741,1,0
256,10.0,4480,0,0
165,10.0,5210,0,0
214,10.0,2720,1,0
233,10.0,1367,0,1
195,35.0,1852,1,0
210,10.0,4398,1,0
223,10.0,4273,1,0
180,2.0,5659,1,0
172,10.0,1680,0,0
149,7.0,4049,1,0
132,4.0,4212,0,0
171,6.0,4236,0,0
143,10.0,5845,0,0
229,10.0,1367,1,0
221,10.0,4948,0,1
152,7.0,5026,0,0
183,10.0,5322,0,0
254,10.0,2542,1,0
193,6.0,5247,1,1
161,10.0,5663,1,0
295,5.0,1239,0,0
246,1.0,4273,1,1
140,30.0,1030,1,0
199,10.0,4163,1,0
257,1.0,1405,1,0
205,3.0,4426,0,1
141,10.0,1599,1,0
242,7.0,4501,0,0
229,10.0,1040,1,0
138,10.0,1914,1,0
212,56.0,3976,1,0
197,51.0,2917,1,0
231,7.0,4553,1,0
194,8.0,1367,0,0
239,6.0,1365,1,0
152,10.0,5711,0,0
261,10.0,1129,0,0
217,2.0,4073,0,0
282,10.0,1566,0,0
139,10.0,1180,1,0
266,8.0,1709,0,0
204,10.0,5382,0,1
206,10.0,5829,1,0
158,10.0,4078,1,0
271,10.0,1679,1,0
165,10.0,5813,0,0
237,10.0,2451,1,0
238,34.0,2726,1,0
305,9.0,1567,0,0
144,10.0,1313,1,0
257,9.0,4537,0,0
215,10.0,1367,1,0
250,5.0,4625,0,0
231,10.0,1367,0,0
218,10.0,2255,1,0
292,10.0,1372,1,0
153,3.0,1347,1,1
234,10.0,2448,1,0
121,10.0,1734,1,0
271,10.0,5852,1,0
210,10.0,4651,0,0
199,10.0,1367,1,0
218,10.0,1574,1,0
177,1.0,4379,1,0
213,11.0,2037,1,0
162,53.0,1194,1,0
263,5.0,2947,1,0
204,10.0,3135,1,0
230,4.0,5127,0,0
229,14.0,2164,1,0
253,2.0,4364,0,0
144,2.0,4264,0,0
183,10.0,4363,0,0
113,4.0,5130,1,0
136,4.0,5923,1,0
235,10.0,5671,0,0
158,5.0,1367,0,0
259,10.0,4380,0,0
241,58.0,1367,1,0
179,3.0,5429,1,1
203,10.0,3539,1,1
250,10.0,1296,0,0
266,8.0,1367,0,0
232,10.0,2958,1,0
251,1.0,1230,1,0
251,10.0,4165,1,0
132,10.0,4902,1,1
268,10.0,4955,0,1
266,4.0,4969,1,0
241,8.0,5306,1,1
256,5.0,4970,1,0
149,10.0,5542,0,0
183,19.0,3018,1,0
279,8.0,1060,0,0
184,10.0,4776,0,0
209,10.0,2533,1,0
176,10.0,4774,0,0
263,6.0,1192,0,0
256,3.0,4679,1,0
243,10.0,5700,1,0
227,7.0,4041,0,0
154,10.0,5528,0,0
272,24.0,3638,1,0
232,10.0,3128,1,0
310,10.0,1601,1,0
267,8.0,5415,1,0
275,4.0,4875,0,0
237,10.0,4586,0,0
264,10.0,5043,0,0
133,10.0,1134,1,0
269,10.0,4462,0,0
178,10.0,1481,1,0
200,5.0,4120,1,0
248,3.0,1471,1,0
171,6.0,5398,0,0
241,10.0,2713,1,0
250,8.0,3617,1,0
232,33.0,2998,1,0
248,59.0,2868,1,0
240,1.0,4638,0,0
276,10.0,5108,0,0
264,10.0,1318,0,0
220,10.0,5663,0,0
248,10.0,2322,1,0
188,10.0,1367,1,0
238,10.0,5508,0,0
258,10.0,4906,0,0
279,10.0,1621,0,0
192,10.0,4142,1,1
149,10.0,4189,0,0
305,10.0,1196,0,0
215,10.0,3678,1,0
271,9.0,5328,0,0
196,2.0,4320,1,0
179,10.0,4930,1,0
206,9.0,5751,0,0
196,10.0,2911,1,0
141,10.0,5257,0,0
171,5.0,5981,1,0
164,10.0,4302,0,0
141,64.0,1677,1,0
215,13.0,3899,1,0
307,10.0,1367,0,1
147,1.0,5454,0,0
176,1.0,1982,1,1
255,10.0,1005,0,0
154,10.0,5282,1,1
125,3.0,5595,0,0
168,20.0,1539,1,0
266,9.0,5621,1,0
194,10.0,4843,1,0
229,2.0,3963,1,0
164,10.0,5736,0,0
180,33.0,1444,1,0
159,10.0,1675,1,0
249,10.0,5657,1,0
150,10.0,4950,0,0
270,9.0,1167,0,0
101,10.0,4192,0,0
184,10.0,5705,1,0
157,2.0,5791,1,0
248,3.0,1046,1,0
162,10.0,1715,1,0
189,6.0,4488,1,0
172,10.0,1840,1,0
238,10.0,2860,1,0
229,6.0,5691,1,0
263,3.0,1367,0,0
204,10.0,5093,0,1
206,2.0,5627,1,0
199,9.0,3075,1,0
217,9.0,5554,1,1
136,4.0,5060,1,0
266,10.0,5195,0,1
157,31.0,1712,1,0
168,63.0,1474,1,0
222,1.0,5808,1,0
175,10.0,5503,0,0
263,9.0,4868,1,0
196,10.0,4994,0,0
231,10.0,4088,0,0
172,10.0,1367,1,0
230,62.0,2236,1,0
242,10.0,5013,1,0
248,10.0,5198,0,0
224,37.0,1367,1,0
242,10.0,1824,1,0
190,9.0,4468,0,0
221,42.0,2972,1,0
155,7.0,4221,1,0
232,10.0,5923,0,0
183,10.0,1367,1,0
133,52.0,1401,1,0
221,10.0,4034,1,0
259,10.0,1208,0,1
297,5.0,1367,0,0
202,10.0,5230,1,0
256,10.0,1367,1,0
285,10.0,5759,0,0
177,7.0,1367,1,0
134,9.0,4214,1,0
135,10.0,5112,0,0
261,10.0,1290,1,0
195,9.0,5829,0,0
272,10.0,1868,1,0
140,6.0,4001,1,0
279,4.0,1148,0,0
240,57.0,2708,1,0
184,10.0,3967,1,1
209,10.0,1367,1,0
125,10.0,5883,0,0
258,10.0,5422,1,0
211,10.0,4734,0,0
209,10.0,4635,0,0
267,10.0,2481,1,0
169,10.0,4783,1,0
256,10.0,5725,1,0
260,7.0,5738,0,0
173,10.0,5840,0,0
259,7.0,1032,0,0
235,7.0,4829,1,0
279,10.0,1990,1,0
271,8.0,1867,0,0
173,5.0,5530,1,0
142,2.0,1461,1,0
263,10.0,4210,0,0
187,9.0,5699,1,0
177,9.0,5427,0,0
208,10.0,5344,0,0
306,10.0,1465,0,0
281,10.0,1241,1,0
178,3.0,5540,0,0
190,10.0,3935,1,0
256,5.0,1970,0,0
214,34.0,3446,1,0
155,10.0,5033,1,0
284,9.0,3912,1,0
236,4.0,4257,1,0
212,10.0,2307,1,0
218,10.0,5480,1,0
278,10.0,1141,1,0
192,4.0,2061,1,1
163,10.0,1613,1,0
208,10.0,1367,1,0
237,6.0,1734,1,0
243,10.0,4130,1,0
124,10.0,1592,1,0
154,10.0,1312,1,0
173,10.0,5789,0,0
177,10.0,1929,1,0
273,10.0,5759,1,0
273,6.0,5269,1,0
201,5.0,1367,1,0
265,10.0,2734,1,0
152,25.0,1222,1,0
171,10.0,4962,0,0
230,10.0,5891,0,0
235,10.0,4411,1,0
242,9.0,5151,1,1
186,9.0,1367,1,0
171,10.0,5082,0,0
223,9.0,5649,1,0
248,36.0,3276,1,0
205,10.0,1974,1,0
106,6.0,5867,0,0
191,15.0,2544,1,0
195,8.0,4365,0,0
259,10.0,1697,0,0
182,57.0,2896,1,0
234,10.0,2701,1,1
274,8.0,4647,1,1
243,10.0,1752,0,0
183,29.0,3251,1,0
163,11.0,1926,1,0
148,10.0,1402,1,0
234,10.0,1087,1,0
267,9.0,1261,1,0
229,10.0,1424,0,0
145,10.0,4386,1,0
245,10.0,4514,1,0
232,10.0,5580,0,0
136,10.0,4147,0,0
157,9.0,4990,0,0
228,10.0,4984,1,1
146,10.0,1569,1,0
260,7.0,5553,1,0
218,4.0,4198,1,0
234,10.0,5033,0,0
270,10.0,1736,1,0
198,10.0,3187,1,0
207,7.0,5596,0,0
212,3.0,4896,0,0
275,10.0,1989,0,0
211,4.0,4354,1,1
165,5.0,5014,1,0
239,10.0,1367,0,0
251,10.0,3517,1,0
193,10.0,1367,0,0
229,10.0,2717,1,0
140,10.0,1207,1,0
113,1.0,5993,0,0
306,5.0,1490,1,0
162,10.0,1614,1,0
163,10.0,5913,0,0
254,10.0,1006,0,0
267,10.0,2913,1,0
142,10.0,1777,1,0
272,10.0,1383,1,0
165,46.0,1482,1,1
212,10.0,4804,1,0
239,10.0,1451,0,0
263,57.0,2113,1,0
243,2.0,1665,1,1
117,23.0,1527,1,0
273,10.0,4186,1,0
254,10.0,4230,1,0
125,9.0,5489,0,0
260,10.0,1756,0,0
224,9.0,5283,1,0
145,25.0,1851,1,1
111,10.0,4575,0,0
243,10.0,1078,1,0
163,10.0,1634,1,0
248,3.0,5709,1,0
103,10.0,5089,0,0
212,8.0,5214,0,0
165,18.0,1918,1,0
307,8.0,1903,0,0
247,10.0,1537,0,0
270,31.0,2377,1,0
281,8.0,1987,1,0
241,61.0,3812,1,0
219,2.0,1475,1,0
258,3.0,1506,0,0
249,10.0,1326,1,0
273,1.0,4857,0,0
192,10.0,2943,1,0
236,10.0,4082,0,0
266,10.0,2056,1,0
137,10.0,5794,1,1
271,10.0,3499,1,0
269,10.0,1073,0,0
272,4.0,5654,0,0
278,10.0,4361,1,0
176,52.0,1096,1,1
235,10.0,5061,0,0
157,10.0,1969,1,0
266,3.0,1503,1,0
234,10.0,4012,1,0
162,7.0,5971,0,0
258,3.0,5365,1,0
258,55.0,2777,1,0
232,4.0,1776,0,0
236,8.0,5341,1,0
234,9.0,5769,0,0
133,10.0,1239,1,0
181,10.0,2981,1,0
206,7.0,5941,1,0
213,6.0,4747,0,0
222,10.0,3632,1,0
199,7.0,5089,0,0
263,3.0,4181,0,0
254,10.0,2508,1,0
180,10.0,5500,0,1
155,10.0,5386,0,0
300,2.0,1790,1,0
223,51.0,3895,1,0
140,19.0,1806,1,0
179,10.0,4325,1,0
123,10.0,4231,0,0
144,6.0,1367,1,0
295,10.0,1392,0,0
154,4.0,4631,0,0
275,10.0,4824,0,0
304,10.0,1178,1,0
167,21.0,1637,1,0
168,10.0,4030,0,0
148,10.0,1731,1,0
233,2.0,4615,1,1
168,10.0,1367,1,0
145,4.0,5122,1,0
251,10.0,4156,1,1
263,63.0,1254,1,0
234,2.0,4269,0,0
267,9.0,1017,0,0
217,7.0,4723,1,0
220,9.0,5896,0,0
266,38.0,1367,1,0
233,10.0,5289,0,0
251,10.0,1367,0,0
219,2.0,1650,1,0
255,10.0,5715,0,0
249,10.0,1398,1,0
209,49.0,2581,1,1
178,3.0,5396,1,0
201,10.0,4984,0,0
255,10.0,1218,1,0
158,10.0,1758,1,0
242,10.0,4898,0,0
149,10.0,1811,1,0
296,10.0,1033,0,0
206,6.0,5618,0,0
257,3.0,4108,1,1
157,9.0,4547,1,0
268,10.0,1906,0,0
263,10.0,4779,0,0
231,10.0,5910,1,0
247,10.0,3189,1,0
257,10.0,4265,0,0
243,10.0,1856,0,0
180,10.0,1204,1,0
252,10.0,4507,0,0
203,10.0,5543,0,0
255,1.0,5929,0,0
246,1.0,5815,1,0
254,10.0,1880,1,0
204,5.0,5375,0,0
225,1.0,1476,1,0
144,6.0,5994,1,0
261,10.0,5844,0,0
233,7.0,4403,1,0
155,10.0,1408,1,1
197,10.0,1367,1,0
246,1.0,1400,1,0
226,10.0,4706,1,0
159,13.0,1445,1,0
108,22.0,1745,1,0
167,8.0,4605,0,0
191,6.0,4244,0,1
248,10.0,5335,1,0
268,10.0,5895,0,0
188,3.0,4033,0,0
197,10.0,4793,0,0
250,10.0,5621,1,0
185,10.0,4111,1,0
265,2.0,1629,1,0
146,10.0,1790,1,0
215,10.0,5195,1,0
223,10.0,1579,1,0
192,9.0,5004,0,0
249,4.0,4811,0,0
244,10.0,1847,1,0
191,10.0,3890,1,0
233,2.0,1079,0,0
188,10.0,3191,1,0
138,10.0,1056,1,0
147,7.0,5822,0,0
267,10.0,1876,0,0
149,10.0,1448,1,0
261,10.0,2103,1,0
257,1.0,5331,1,0
202,10.0,4788,0,0
201,10.0,4857,1,0
164,7.0,1116,0,0
229,3.0,5689,1,0
136,10.0,1187,0,0
200,10.0,3642,1,0
278,6.0,1367,0,0
179,5.0,1340,0,0
249,10.0,5809,1,0
244,10.0,3118,1,0
241,8.0,5206,1,0
140,10.0,4926,0,0
164,10.0,1886,0,0
195,10.0,4576,0,0
248,10.0,1881,1,0
305,3.0,1367,1,0
300,10.0,1301,1,0
154,19.0,1842,1,0
146,3.0,5225,1,0
238,38.0,3556,1,0
194,6.0,5721,1,0
133,10.0,1367,0,0
214,7.0,4938,0,1
233,6.0,4758,0,0
275,10.0,5393,1,0
219,10.0,4604,0,0
299,10.0,1036,1,0
267,8.0,5219,1,0
171,28.0,1075,1,0
232,10.0,1861,0,0
227,10.0,4167,1,1
174,7.0,4287,0,0
246,10.0,1257,1,0
185,5.0,4520,1,0
261,6.0,4888,0,0
206,7.0,4721,0,0
258,8.0,5069,0,0
212,10.0,5724,1,0
124,10.0,5011,0,0
156,10.0,1367,1,0
210,10.0,3405,1,0
256,3.0,4398,1,0
256,10.0,1033,1,0
197,5.0,1367,0,0
169,2.0,5702,1,0
231,46.0,2962,1,0
263,10.0,4474,1,0
182,54.0,3972,1,0
179,9.0,5224,1,0
263,1.0,5283,1,0
254,10.0,5957,0,0
133,10.0,1367,0,0
161,10.0,1377,0,0
230,10.0,3602,1,0
169,10.0,1242,1,0
252,10.0,4787,0,0
154,10.0,1389,1,0
257,2.0,5198,1,0
135,10.0,4508,1,0
222,10.0,4579,1,0
135,20.0,1908,1,0
207,1.0,4369,0,0
145,10.0,1834,1,0
261,10.0,4224,1,0
173,63.0,1220,1,0
171,1.0,5385,1,0
229,8.0,5868,0,0
187,4.0,5139,1,0
261,7.0,5764,0,0
252,44.0,2676,1,0
179,60.0,1808,1,0
181,10.0,3786,1,0
249,9.0,1367,1,0
138,10.0,4837,0,0
139,64.0,1814,1,0
212,21.0,3307,1,0
189,10.0,2203,1,0
222,9.0,1003,0,0
284,4.0,4795,1,0
205,5.0,4869,1,0
137,6.0,5992,1,0
242,10.0,1820,0,0
238,10.0,3832,1,0
98,10.0,1057,1,0
239,7.0,4942,0,0
201,10.0,4657,0,1
216,10.0,5098,0,0
308,7.0,1078,0,0
173,10.0,5492,0,0
206,10.0,2822,1,0
168,10.0,1008,1,0
135,20.0,1266,1,0
177,10.0,1099,1,0
176,10.0,1367,1,0
157,39.0,1525,1,0
193,10.0,5154,0,0
223,10.0,1400,0,0
209,10.0,2935,1,0
170,6.0,5750,0,1
222,8.0,4650,1,0
186,10.0,2805,1,0
269,3.0,4488,0,1
228,1.0,1788,1,0
159,10.0,4985,1,0
152,2.0,4915,1,0
272,4.0,4098,0,0
248,9.0,3873,1,0
248,10.0,5310,1,0
274,2.0,5029,0,1
210,10.0,4324,1,0
194,10.0,2277,1,0
243,10.0,5832,0,0
242,29.0,2381,1,0
218,10.0,5692,1,0
221,9.0,4466,0,0
167,10.0,1010,1,0
250,10.0,5565,0,0
165,4.0,1367,1,0
168,15.0,1862,1,0
239,47.0,1367,1,0
166,2.0,4562,1,1
271,16.0,2693,1,0
219,10.0,4390,1,0
168,10.0,4979,1,0
226,5.0,3914,1,0
135,10.0,4515,0,0
157,10.0,1367,1,0
150,1.0,4662,0,0
231,56.0,1367,1,0
260,10.0,5540,0,0
245,4.0,1367,0,0
167,42.0,1197,1,0
157,6.0,5187,0,0
253,10.0,5846,0,0
231,55.0,3952,1,0
251,3.0,1562,0,0
223,10.0,1484,1,0
216,4.0,4409,1,0
